domain,tld,ml_probability,source,features,is_dangerous_tld,has_brand,high_entropy,short_domain,entropy,domain_length,contains_brand,gsb_status,gsb_detail,gsb_checked_at
izykdq.top,top,0.20983842,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0,unknown,Status element not found,2026-01-11T20:24:32.122761
videochat.jee.cx,cx,0.10652165,phishtank,,False,False,False,False,3.452819531114783,16.0,0.0,safe,No unsafe content found,2026-01-11T20:24:43.535501
rbtpoklvbvn.icu,icu,0.025533527,phishtank,dangerous_tld,True,False,False,False,3.640223928941852,15.0,0.0,unknown,Status element not found,2026-01-11T20:24:50.662781
friedchicken.cn,cn,0.08085039,certificates,dangerous_tld,True,False,False,False,3.189898095464287,15.0,0.0,safe,No unsafe content found,2026-01-11T20:25:02.792494
smbc-cardone.icu,icu,0.26520562,phishtank,dangerous_tld,True,False,False,False,3.702819531114783,16.0,0.0,unknown,Status element not found,2026-01-11T20:25:09.199322
asrefem.top,top,0.26998627,jpcert,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0,safe,No unsafe content found,2026-01-11T20:25:20.612268
marianne-urge.click,click,0.44467956,phishtank,dangerous_tld,True,False,False,False,3.616348566075164,19.0,0.0,safe,No unsafe content found,2026-01-11T20:25:27.022103
attisguatemala.com,com,0.09755951,phishtank,brand,False,True,False,False,3.350209029099897,18.0,1.0,unknown,Status element not found,2026-01-11T20:25:34.110197
zsedsu.cn,cn,0.048977178,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T20:25:46.232988
lvaib.cn,cn,0.19800875,phishtank,dangerous_tld,True,False,False,False,3.0,8.0,0.0,unknown,Status element not found,2026-01-11T20:25:53.371579
lexa.com.tr,tr,0.032191932,jpcert,,False,False,False,False,3.277613436819116,11.0,0.0,safe,No unsafe content found,2026-01-11T20:26:05.506791
qdbkiexyyvho.xyz,xyz,0.44128487,jpcert,dangerous_tld,True,False,False,False,3.577819531114783,16.0,0.0,unknown,Status element not found,2026-01-11T20:26:11.882207
binancell.com,com,0.09251395,certificates,brand,False,True,False,False,3.238901256602631,13.0,1.0,safe,No unsafe content found,2026-01-11T20:26:24.026833
emkismabcsmjp.top,top,0.0111431945,phishtank,dangerous_tld,True,False,False,False,3.572469458770136,17.0,0.0,safe,No unsafe content found,2026-01-11T20:26:30.456187
