domain,source,ml_probability,dns_resolves,http_status,looks_legit,legit_indicators
ldsjsy.cn,jpcert,0.9877049922943115,True,404.0,,
kmquw.cn,jpcert,0.9608554244041443,True,503.0,,
cool2aiful.com,jpcert,0.7299506664276123,False,,,
qinhuangdaotd.co,certificates,0.7560185790061951,False,,,
jingaogeqiang.com,certificates,0.9376826882362366,False,,,
pidof.asia,jpcert,0.9301652908325195,False,,,
adgedo.com,jpcert,0.7917041778564453,False,,,
yfmuye.com,jpcert,0.9636604189872742,False,,,
tm2445.com,jpcert,0.8582056760787964,False,,,
bvdyusfisudgfwsg.icu,certificates,0.7507084608078003,False,,,
homeportaluser.com,jpcert,0.9579463601112366,False,,,
ixbepfq.com,certificates,0.9719147682189941,False,,,
olicordservas.shop,jpcert,0.9870136380195618,False,,,
sameer.cn,certificates,0.8506281971931458,False,,,
ceciliaguthrie.com,certificates,0.719429612159729,True,503.0,,
acgf.cc,jpcert,0.7695473432540894,False,,,
completecase.net,certificates,0.8292615413665771,True,503.0,,
markputt.com,jpcert,0.866295337677002,False,,,
aifultwoi.com,jpcert,0.8028196692466736,False,,,
mylinkinb.io,phishtank,0.9847211241722107,True,200.0,unknown,
anancar.com,certificates,0.9587098956108093,True,503.0,,
invedica.com,certificates,0.956459641456604,False,,,
chogory.cn,jpcert,0.9630789160728455,True,503.0,,
utwfa.com,phishtank,0.9794648289680481,False,,,
hnzlzl.com,certificates,0.9754258990287781,True,503.0,,
utrwu.com,phishtank,0.8631898164749146,False,,,
ugyfubf.com,jpcert,0.9756645560264587,False,,,
viaseis.com,jpcert,0.9150888919830322,False,,,
noellekostraba.com,jpcert,0.9019378423690796,False,,,
ldwwryjuibor.xyz,jpcert,0.8148440718650818,False,,,
bsnbazgn.ne.pw,jpcert,0.9829081296920776,False,,,
kuronekoyamemato.top,jpcert,0.7213209867477417,False,,,
dtmgjx.cn,certificates,0.8688832521438599,True,404.0,,
mxtsxs.cn,jpcert,0.9884566068649292,True,503.0,,
scienway.com,certificates,0.8849222660064697,True,503.0,,
utwsu.com,phishtank,0.9687502384185791,False,,,
shimiaodaomixian.com,jpcert,0.9878767728805542,False,,,
ntfcollections.com,phishtank,0.8658101558685303,False,,,
kidsier.com,certificates,0.9511913657188416,False,,,
haimiaosc.com,certificates,0.8921827077865601,False,,,
udxni.cn,phishtank,0.9869893193244934,True,503.0,,
douyb.top,certificates,0.9578688144683838,False,,,
anaskyrenzhena.shop,jpcert,0.7239770889282227,False,,,
fgj7.skin,phishtank,0.9805601835250854,False,,,
huidasheng.com,jpcert,0.9438888430595398,True,503.0,,
kkdcreation.com,certificates,0.8438413143157959,False,,,
a.ardenthomehealthcare.com,jpcert,0.9800733923912048,False,,,
arrowguard.info,phishtank,0.9718732237815857,False,,,
ybrsjirs.com,jpcert,0.8980634808540344,True,503.0,,
ayjbpxepaywl.top,certificates,0.8220259547233582,False,,,
jduxstc.com,certificates,0.8129715323448181,False,,,
sop655.com,jpcert,0.8389250040054321,True,503.0,,
caon3imabijcb.cyou,certificates,0.8576065301895142,False,,,
slpoost.cc,certificates,0.9880181550979614,False,,,
hnmint.com,jpcert,0.9594491720199585,False,,,
q1fhzv.top,phishtank,0.9506337642669678,True,503.0,,
dctntk.cn,certificates,0.9727163910865784,True,,,
crmufgvipcards.top,jpcert,0.799563467502594,False,,,
qepi.com.cn,jpcert,0.8175280690193176,True,404.0,,
banhmichabongngona.icu,jpcert,0.9371699094772339,False,,,
w5632.com,jpcert,0.7839848399162292,True,503.0,,
kigdmny.top,certificates,0.8655709624290466,False,,,
pieysdk.xyz,jpcert,0.8632051944732666,True,503.0,,
vmhes.cn,jpcert,0.9608554244041443,True,403.0,,
hzxc12.com,jpcert,0.9805477857589722,True,503.0,,
admiredcleaver.co.kr,jpcert,0.9882739782333374,False,,,
dpn39.com,certificates,0.8295887112617493,False,,,
36681.cn,jpcert,0.8024244904518127,True,404.0,,
my-paypay.tokyo,jpcert,0.9545187950134277,False,,,
idsjofeokvhn.top,certificates,0.9242368340492249,False,,,
grjoiaob.ne.pw,certificates,0.7586179375648499,True,503.0,,
hub.masscpas.org,phishtank,0.9687113165855408,True,200.0,True,contact|copyright|company
janpan-smbc-crad.com,certificates,0.7983020544052124,False,,,
myhqonline.com,certificates,0.9884446859359741,False,,,
eerakuten.com,certificates,0.7241488099098206,True,503.0,,
lzqsk.cn,phishtank,0.9787294864654541,True,503.0,,
hargahpblackberry.com,certificates,0.8231942057609558,True,503.0,,
dfrqmpc.com,jpcert,0.7467136383056641,True,503.0,,
connectthedots.cn,jpcert,0.968817949295044,False,,,
handansteel.com,certificates,0.9755743741989136,True,404.0,,
cqwanbo.com.cn,jpcert,0.9156241416931152,True,503.0,,
xinyidasy.com,certificates,0.961583137512207,False,,,
cnmfaz.wiki,jpcert,0.7026756405830383,False,,,
pxtekcd.com,certificates,0.9817387461662292,False,,,
raksd.site,jpcert,0.929888129234314,False,,,
zhitongw.com,certificates,0.9850291609764099,True,403.0,,
zco.plus,jpcert,0.9597156047821045,False,,,
tmzusl.cn,certificates,0.8494635224342346,False,,,
jyqroqintohnyp.top,jpcert,0.9501602053642273,False,,,
kuronekoyamwqato.top,jpcert,0.829990029335022,False,,,
mysmbc-jp-co.com,jpcert,0.9883412718772888,False,,,
maiyaozaixian.net,jpcert,0.9119333624839783,False,,,
tjjlzb.com.cn,jpcert,0.9406649470329285,True,403.0,,
dlmingtai.com,certificates,0.9762601256370544,True,503.0,,
nbaopener.com,certificates,0.9878944754600525,False,,,
gyvs1gle.top,certificates,0.8962132334709167,False,,,
fxzvaakb.com,certificates,0.9800761342048645,False,,,
23gd.net,certificates,0.8368011713027954,False,,,
citipayp.com,certificates,0.7954447865486145,False,,,
577009.cc,certificates,0.9283788800239563,True,503.0,,
syracusecommercialroofing.com,jpcert,0.7491417527198792,False,,,
48uoq.com,jpcert,0.9083036780357361,False,,,
bbiuiaywtwyn.top,certificates,0.7036738395690918,False,,,
weimiaoxuetang.com,certificates,0.8692148327827454,True,404.0,,
orangetopaz.cn,jpcert,0.8515766859054565,False,,,
pangzuzhengd.cn,jpcert,0.9537063241004944,True,503.0,,
fsjfhb.com,jpcert,0.9268926978111267,True,403.0,,
uhsxubf.com,certificates,0.9806548357009888,True,503.0,,
cinelando.com,certificates,0.9288937449455261,False,,,
bbbcq.com,jpcert,0.8721957802772522,True,200.0,unknown,
nzgebl.com,certificates,0.7565341591835022,False,,,
ucqy37vvz.top,jpcert,0.8815294504165649,False,,,
glqdcue.cn,certificates,0.9878822565078735,False,,,
hrfpmw.com,jpcert,0.9480328559875488,False,,,
sykunwang.com,certificates,0.97366863489151,True,503.0,,
dajiaojr.com,certificates,0.9524679183959961,False,,,
ksscx.net,certificates,0.864955723285675,False,,,
cufdenwyirgzgx.com,jpcert,0.8785936832427979,False,,,
ainanchang.cn,jpcert,0.738223671913147,False,,,
dt118.com.cn,certificates,0.9671339988708496,False,,,
zibozhenneng.com,certificates,0.9296444654464722,True,503.0,,
ynfkukw.com,certificates,0.9752095341682434,False,,,
9sjhfs.lat,phishtank,0.7555951476097107,True,503.0,,
myaucardisco.shop,jpcert,0.9695984721183777,False,,,
syjjryu.cn,jpcert,0.9524276256561279,False,,,
94462-coinbase.com,phishtank,0.948784589767456,True,503.0,,
utjxubf.com,jpcert,0.9679079055786133,False,,,
xt26za.cn,jpcert,0.9480412006378174,True,503.0,,
pbdrgzy.top,certificates,0.9782604575157166,False,,,
dyyuqpq.cn,certificates,0.9606625437736511,False,,,
heiheqy.com,certificates,0.8588184714317322,False,,,
avcct.com,jpcert,0.7158649563789368,True,,,
dysiv.cn,jpcert,0.9830901622772217,True,503.0,,
ybqln.cn,phishtank,0.9640609622001648,True,503.0,,
medyumsonerankara.com,jpcert,0.962653636932373,False,,,
smmlq.asia,jpcert,0.9359658360481262,False,,,
vpujexxkzyaw.top,certificates,0.8033572435379028,False,,,
mucunwy.com,certificates,0.9839054942131042,True,503.0,,
7vwchhyw2.top,jpcert,0.9880940318107605,False,,,
lonestargsd.com,certificates,0.9264723658561707,True,503.0,,
fasjabwt.top,jpcert,0.9716998338699341,False,,,
xanskzc.com,certificates,0.9701026082038879,True,520.0,,
dauqueluocngonb.icu,certificates,0.9199309945106506,False,,,
krambol.com,jpcert,0.82860267162323,False,,,
alumnicdi.com,certificates,0.9378076791763306,True,503.0,,
rkvllou.cn,certificates,0.9844679236412048,False,,,
uaawp.cn,jpcert,0.9001057147979736,False,,,
jr-d0uek1ceik-we0hoputtne.tokyo,jpcert,0.9819709658622742,False,,,
ilmwab.cyou,certificates,0.7997708916664124,False,,,
kmgbbxg.com,certificates,0.9589558243751526,False,,,
kikkqzzxy.co,certificates,0.9617864489555359,False,,,
uhbfogf.com,jpcert,0.950147271156311,False,,,
futurefitnessplus.com,certificates,0.9398400187492371,True,503.0,,
ubila.cn,phishtank,0.9863925576210022,True,503.0,,
aezod.com,certificates,0.9660845994949341,False,,,
chauette.com,certificates,0.7648518085479736,False,,,
onitcv.cn,jpcert,0.9642848372459412,False,,,
dogwog.com,certificates,0.8974018096923828,False,,,
daubapchienngonb.icu,certificates,0.8416077494621277,False,,,
dinapkas.com,certificates,0.9544676542282104,False,,,
aoem.shop,certificates,0.7217931747436523,False,,,
rocherducerf.com,certificates,0.766840934753418,False,,,
hldrg.com,certificates,0.9184702038764954,True,200.0,unknown,contact
canhmongtoingonb.icu,certificates,0.8177742958068848,False,,,
eu2wf43wu.top,jpcert,0.8325695991516113,False,,,
gfgnlctgmwtsq41.bond,certificates,0.9829922318458557,False,,,
dinainxaf.com,jpcert,0.9530755877494812,False,,,
gdsaygx.sbs,jpcert,0.9851900935173035,False,,,
yvjxaetc.com,certificates,0.9613012671470642,False,,,
myworkout.cn,certificates,0.8891444802284241,False,,,
sukumaransgroup.com,phishtank,0.9803327322006226,False,,,
iynjxmklax.com,jpcert,0.9825589656829834,False,,,
gkzs178.com,certificates,0.9366376996040344,True,503.0,,
crazyrugbychicks.com,certificates,0.9761844873428345,False,,,
ijkkhyxyoiuiut.top,jpcert,0.9742993116378784,False,,,
bjp456.com,certificates,0.9450544714927673,False,,,
firefightersvote.com,jpcert,0.803567111492157,False,,,
kuichbsjg.com,phishtank,0.8112900853157043,False,,,
myaupaycardfsco.shop,jpcert,0.7835206389427185,False,,,
mfgnub-web1kower.cyou,certificates,0.9280307292938232,False,,,
jcbauction.cc,certificates,0.9227985739707947,False,,,
xamwjxjg.com,jpcert,0.988563060760498,True,404.0,,
my-dcood.tokyo,jpcert,0.7929808497428894,False,,,
ayiws.com,certificates,0.7342415452003479,False,,,
gdxcdz.com,certificates,0.9458223581314087,True,503.0,,
_.r63sk.cn,jpcert,0.9660375118255615,False,,,
eki.qiqihaerljbfz.co,jpcert,0.944283127784729,False,,,
0hsgfd.lat,phishtank,0.7979528903961182,False,,,
autoconsulting.cn,certificates,0.8026344776153564,False,,,
1sa7diov1ad6o.xyz,jpcert,0.7986524105072021,False,,,
xau-pay.com,jpcert,0.9816499352455139,False,,,
qunxyba.com,jpcert,0.9792479276657104,False,,,
checkinsurance.org.in,phishtank,0.8817663192749023,False,,,
cpqhuuygkdnqns.top,jpcert,0.9876799583435059,False,,,
iihaokw.com,certificates,0.8861584663391113,False,,,
csveav.cn,jpcert,0.9682915806770325,True,503.0,,
xylnan.cn,jpcert,0.7481822371482849,True,503.0,,
beishiai.com,certificates,0.8138800263404846,False,,,
usebiolink.com,phishtank,0.9823289513587952,True,503.0,,
rfvbjlar.top,jpcert,0.9868626594543457,False,,,
jmbpp.cn,phishtank,0.9640609622001648,True,503.0,,
b2b.retrojeans.info,phishtank,0.9801648855209351,True,503.0,,
nutgrass.cn,jpcert,0.9643359780311584,True,503.0,,
yenib356.top,phishtank,0.8418618440628052,True,503.0,,
oosyrroqcbkm.top,certificates,0.7505425214767456,False,,,
fruvx.cn,jpcert,0.957789957523346,True,503.0,,
evriserve6.today,phishtank,0.7421597838401794,True,503.0,,
aeozh.com,certificates,0.9091418385505676,True,503.0,,
lowickvineyard.com,jpcert,0.852230429649353,False,,,
negativepole.cn,jpcert,0.7684577703475952,True,403.0,,
yk1xtj.top,phishtank,0.9390949010848999,False,,,
pkmrriug.com,certificates,0.9832122921943665,True,503.0,,
cdsdz.com,jpcert,0.9466197490692139,True,503.0,,
mmgeorgia.com,jpcert,0.9563276767730713,False,,,
fyhzj.com,certificates,0.9742453694343567,True,502.0,,
proclean1000.com,jpcert,0.7198152542114258,False,,,
thedfghoolsdclub.co.kr,jpcert,0.9866353869438171,False,,,
qdplwls.com,certificates,0.9831063747406006,False,,,
goodstuffgab.com,certificates,0.9738628268241882,False,,,
kuronekoyamcdato.top,jpcert,0.829990029335022,False,,,
bgmka.cn,jpcert,0.9676441550254822,False,,,
44uyu.com,jpcert,0.9053047299385071,False,,,
allergandirect.cn,certificates,0.8200567364692688,False,,,
titanopen.com,certificates,0.9198073148727417,False,,,
mysjcbjps3.com,certificates,0.9806274771690369,False,,,
yffx.cn,certificates,0.9656633138656616,False,,,
beneficiosparaprodutoseletronicos.online,phishtank,0.9859236478805542,False,,,
uthxobw.com,certificates,0.9808140993118286,False,,,
xlm968.com,jpcert,0.9673184752464294,True,,,
rhfwevp.com,jpcert,0.8667105436325073,False,,,
lsfs0769.com,certificates,0.9411225914955139,False,,,
oghpah.cn,jpcert,0.9640081524848938,False,,,
tomxaobotoingon.icu,certificates,0.8412598967552185,False,,,
zhtnp.cn,phishtank,0.9640609622001648,False,,,
klusgmanb.com,certificates,0.9194656610488892,True,,,
iosmaksfdmao.com,jpcert,0.8080211877822876,False,,,
tax-rebate-claim.co.uk,jpcert,0.9826456308364868,False,,,
tukofertas.com.br,phishtank,0.9246032238006592,True,503.0,,
xcwn.asia,jpcert,0.8552330136299133,False,,,
mhsapp.com,certificates,0.9780062437057495,True,200.0,True,about us|contact|privacy policy|copyright|company
rostamifar.za.com,phishtank,0.9851725101470947,False,,,
eng.kurskmed.com,phishtank,0.972264289855957,True,503.0,,
gzqkys.com,certificates,0.9615485072135925,True,,,
paypay-ne-jp.info,jpcert,0.7319357991218567,False,,,
yeweikongzhi.com,certificates,0.9505857825279236,True,503.0,,
jmdongxin.com,certificates,0.9886870384216309,True,503.0,,
140hgb.cn,jpcert,0.9824208617210388,False,,,
haltngo.com,certificates,0.7094342112541199,False,,,
jabproperty.co.jp,jpcert,0.70030677318573,False,,,
telegooe-gysj.top,certificates,0.7325856685638428,False,,,
unobet25.com,certificates,0.96443772315979,True,503.0,,
jh9wxe.cn,jpcert,0.9066029787063599,True,503.0,,
heritageatwestoverhills.com,jpcert,0.8735844492912292,False,,,
saison-card.cloud,jpcert,0.9742180705070496,False,,,
highwaytoll-407.com,phishtank,0.877747118473053,False,,,
etlgx.cn,jpcert,0.9676441550254822,True,503.0,,
kotxz.cn,jpcert,0.9608554244041443,True,503.0,,
vqdcpmlj.vip,phishtank,0.9376254081726074,True,503.0,,
hzdol.cn,jpcert,0.9856064915657043,False,,,
citicforward.com,certificates,0.8721482753753662,True,503.0,,
htfmh.com,certificates,0.9732813835144043,False,,,
vponesservesa.shop,jpcert,0.9575819969177246,False,,,
topoisomer.cn,jpcert,0.7555463910102844,False,,,
yayizhijia.net,jpcert,0.9421390295028687,False,,,
muxytnqwe.click,certificates,0.9719918966293335,False,,,
zh6twk.top,phishtank,0.9390949010848999,False,,,
bdnoyl.beauty,certificates,0.970608115196228,False,,,
b4nfco8c5.top,jpcert,0.9147432446479797,False,,,
karoneikoyamota.online,certificates,0.9653801321983337,False,,,
evriserve3.today,phishtank,0.7421597838401794,True,503.0,,
limbergerpsicologoonline.com.br,jpcert,0.9709492325782776,False,,,
mediaevent.az,phishtank,0.9659721255302429,True,503.0,,
segalsin.com,jpcert,0.8307884335517883,False,,,
jhfsz.com,certificates,0.9879030585289001,False,,,
stormpetrel.cn,jpcert,0.8889318704605103,True,503.0,,
Dinapkw.cOm,certificates,0.9804619550704956,False,,,
jcbzltd.com,jpcert,0.9774622917175293,True,503.0,,
szzsgy.com,phishtank,0.9787346124649048,False,,,
kitsunecases.com,certificates,0.8981886506080627,False,,,
555xx.xyz,jpcert,0.9863880276679993,False,,,
gfsewqafaqq.com,jpcert,0.8928408026695251,False,,,
automotiveclick.com,certificates,0.9780660271644592,True,503.0,,
hwvq30g6r8baot.top,certificates,0.9451873898506165,False,,,
uaamun.info,jpcert,0.93509840965271,False,,,
efjk60kk35gjr.xyz,jpcert,0.9790894389152527,True,503.0,,
akinqh.cn,jpcert,0.9640081524848938,True,503.0,,
qiao5.cn,jpcert,0.9562501907348633,True,503.0,,
wulaimaoya.com,jpcert,0.7008359432220459,False,,,
hwlwc.cn,phishtank,0.9469237327575684,True,503.0,,
olivette.cn,jpcert,0.7340971827507019,True,503.0,,
bntbfvigt.xyz,phishtank,0.87106853723526,False,,,
gfiwpqfodaqqv.com,jpcert,0.9385874271392822,False,,,
aifulti.icu,jpcert,0.7045016884803772,False,,,
moveaupayisco.shop,jpcert,0.9750980734825134,False,,,
ufgudkydgcgk.xyz,jpcert,0.9251492023468018,False,,,
hairong119.com.cn,jpcert,0.9558878540992737,True,503.0,,
amhqj.top,certificates,0.9834770560264587,False,,,
jcbtravel.top,certificates,0.9862862229347229,False,,,
yipf2a.cn,phishtank,0.9796079397201538,True,503.0,,
sundaypublishingcompany.com,jpcert,0.984222948551178,True,503.0,,
evriserve4.today,phishtank,0.7421597838401794,True,503.0,,
yardman.cn,jpcert,0.9642630219459534,True,503.0,,
ystst.com,certificates,0.98521888256073,False,,,
uxsxn.cn,jpcert,0.942952036857605,True,503.0,,
vpass-jpsmbc.com,jpcert,0.9802707433700562,False,,,
rakuten2.com,certificates,0.9043818116188049,False,,,
shjunheng.com,certificates,0.9405856132507324,True,404.0,,
bmsdyug.com,jpcert,0.8178526163101196,False,,,
777611.cc,jpcert,0.8527970314025879,True,503.0,,
renmito.com,certificates,0.9756433367729187,False,,,
hongpinbs.com,certificates,0.8984959721565247,False,,,
cs.moniey.com,phishtank,0.9576670527458191,True,,,
p-j.top,jpcert,0.952019989490509,False,,,
ioschslcxihp.xyz,jpcert,0.8063311576843262,False,,,
ELECTisg.cOM,certificates,0.9654680490493774,False,,,
hamandenos.com,certificates,0.7780362367630005,False,,,
qbqfb.top,jpcert,0.9875413775444031,False,,,
utbsmart.com,certificates,0.9851859211921692,False,,,
jcxgg.cn,phishtank,0.9469237327575684,True,503.0,,
jaronchidiacmusic.com,certificates,0.9321576356887817,False,,,
nztherw.baby,certificates,0.985672116279602,False,,,
viewsnet-shotsive.hfaq.cn,jpcert,0.979953408241272,True,503.0,,
tinfrniwjf.com,jpcert,0.9709747433662415,False,,,
njjvla.asia,jpcert,0.9811805486679077,False,,,
jpoint-cuvsije2-jp.sbs,certificates,0.823646068572998,False,,,
redagate.cn,jpcert,0.7340971827507019,True,503.0,,
killvampire.com,certificates,0.9216925501823425,False,,,
jcbcordserverjp.shop,jpcert,0.8806784749031067,False,,,
jcbhelp.com,jpcert,0.9838828444480896,False,,,
ftuukhpv.ne.pw,certificates,0.9627548456192017,False,,,
colorkeymedia.com,jpcert,0.7305605411529541,False,,,
icfang.com,certificates,0.9411978125572205,False,,,
vetweblogic.com,certificates,0.9335081577301025,False,,,
jibunbankjsa.jp,certificates,0.987179696559906,False,,,
vuzbuona.com,certificates,0.9298042058944702,False,,,
dsprme.org,jpcert,0.724597156047821,False,,,
rewfiash.com,certificates,0.9614830613136292,False,,,
eposclubs.com,certificates,0.9621128439903259,False,,,
noxvubrlulqy.top,certificates,0.8771235346794128,False,,,
hli4hmq.top,certificates,0.8347894549369812,False,,,
wck-telegram-f.org,certificates,0.8808457851409912,False,,,
opdfn.cn,jpcert,0.9146524667739868,False,,,
yilaiwine.com,certificates,0.9876977801322937,False,,,
2vtilb.cn,jpcert,0.9879779815673828,False,,,
htzdn.cn,phishtank,0.9640609622001648,True,,,
myaupaycardto.shop,jpcert,0.9851067066192627,False,,,
q1etmubki7mti0.top,jpcert,0.7939951419830322,False,,,
l7riwh.top,phishtank,0.7834271192550659,False,,,
jzsmy.com,certificates,0.9812322854995728,True,,,
cpowm.asia,jpcert,0.8310071229934692,False,,,
giannarapavar.xyz,jpcert,0.9839449524879456,False,,,
gdyda.com,certificates,0.8457316756248474,True,503.0,,
teamcanadyracing.com,jpcert,0.8677263259887695,False,,,
sdwyzc.com,certificates,0.9822694063186646,True,403.0,,
expy-jp.tokyo,jpcert,0.8990097641944885,False,,,
hnmtzp.com,certificates,0.9822694063186646,True,404.0,,
allegrostroes.cc,phishtank,0.9595599174499512,False,,,
tres-813.tk,jpcert,0.9753615856170654,False,,,
mignonette.cn,jpcert,0.7765151858329773,True,503.0,,
yusayd.bond,jpcert,0.9819038510322571,False,,,
naughtagency.com,phishtank,0.7273076772689819,False,,,
secureverifynow.cc,phishtank,0.9470807909965515,False,,,
cnlongliang.com,certificates,0.9795742034912109,True,,,
jsgqueyj.com,certificates,0.973747968673706,False,,,
jyqfhl.com,jpcert,0.9452903866767883,True,,,
exploreredbull.com,jpcert,0.9757214188575745,True,403.0,,
offiyouareneutral.top,jpcert,0.9631272554397583,False,,,
ybrjaonjsa.com,jpcert,0.9256570935249329,False,,,
6pvb0z.cn,jpcert,0.8705088496208191,False,,,
rockmaple.cn,jpcert,0.8891444802284241,False,,,
yunaxmg.cn,certificates,0.9733461737632751,True,503.0,,
alsofayan.com,jpcert,0.8841982483863831,False,,,
demondathompson.com,certificates,0.8276035785675049,False,,,
smbcs-card.vip,certificates,0.9140147566795349,False,,,
mucgmo.cn,jpcert,0.9682915806770325,True,503.0,,
amdwo.buzz,certificates,0.7506788969039917,False,,,
uligent.com,jpcert,0.9534832239151001,True,503.0,,
cy2020.net,jpcert,0.9870352149009705,True,503.0,,
kensbooks.com,certificates,0.8966543674468994,True,503.0,,
ahlzhu.com,certificates,0.9776337742805481,False,,,
iqsic.com,certificates,0.8239161372184753,False,,,
cottagerentalsniagarafalls.com,certificates,0.9070398807525635,False,,,
exsear.com,jpcert,0.9705880284309387,False,,,
7dermatologydrs.com,certificates,0.9871172308921814,False,,,
imhad.cn,certificates,0.9793750643730164,False,,,
xpzn.shop,phishtank,0.7538732886314392,False,,,
ttzl.cc,jpcert,0.9639304876327515,False,,,
specta.cn,jpcert,0.9565486311912537,False,,,
cdyimei.com,certificates,0.9560501575469971,True,503.0,,
wf-stop3.com,jpcert,0.8445728421211243,False,,,
mytrezordiagnostic.com,phishtank,0.9830961227416992,False,,,
opepcctw.com,jpcert,0.7489676475524902,False,,,
chaeta.cn,jpcert,0.8738524913787842,True,503.0,,
abo-leparisien.com,phishtank,0.9855877161026001,True,503.0,,
4yttfwd.xyz,phishtank,0.9568467140197754,False,,,
cuwiscc.cn,certificates,0.9718073606491089,False,,,
lvluoshuo.com,jpcert,0.9424525499343872,False,,,
utwhe.com,phishtank,0.9794648289680481,False,,,
ahsiwei.com,certificates,0.8493137955665588,True,503.0,,
sicherheit-volks-bank-check.xyz,phishtank,0.7819758653640747,False,,,
u5198vmbp.top,jpcert,0.7496592402458191,False,,,
teieargmx.org,phishtank,0.9874871969223022,False,,,
yzsz88.com,certificates,0.9676896929740906,True,503.0,,
mofr0pf2t2gc4s.top,jpcert,0.8939197063446045,False,,,
paddymelon.cn,jpcert,0.8758820295333862,True,503.0,,
arz487.com,phishtank,0.7837863564491272,False,,,
vpasmmsb.shop,certificates,0.9278254508972168,False,,,
eki.liuzhouxqasgq.co,jpcert,0.7457568049430847,False,,,
smbc-carda.club,phishtank,0.9155348539352417,True,503.0,,
tccmaettr8450.com,phishtank,0.7576239705085754,False,,,
gxbnxqouvlss.xyz,jpcert,0.9218700528144836,False,,,
gaifang8.cn,certificates,0.8406795263290405,False,,,
xxfmr.com,certificates,0.9552257061004639,True,200.0,unknown,
netbkn.com,certificates,0.7941744923591614,False,,,
hfhtwk.cn,jpcert,0.9326324462890625,True,503.0,,
ruitorquato.com.br,jpcert,0.9877968430519104,False,,,
armoredseats.com,certificates,0.8923605680465698,False,,,
emilysight.com,certificates,0.8090593218803406,False,,,
canamtuner.com,certificates,0.9227123856544495,False,,,
ablal.cn,jpcert,0.9556133151054382,True,503.0,,
djye4vq.top,certificates,0.8658697009086609,False,,,
sqxqwxrmzf.com,jpcert,0.9826292991638184,False,,,
aeon-card.icu,certificates,0.7001986503601074,False,,,
tiyolog.com,certificates,0.8058944940567017,True,503.0,,
bg326.top,jpcert,0.9654088020324707,False,,,
iunjeapq.com,jpcert,0.7563726305961609,False,,,
drfgk532.com,certificates,0.9484211802482605,True,200.0,unknown,
yqlsjsbj.com,certificates,0.9622469544410706,True,503.0,,
bangnuow.cn,certificates,0.949817419052124,True,,,
bauschus.com,certificates,0.7451562285423279,False,,,
jmbf.cn,jpcert,0.9489849805831909,True,503.0,,
irjonyc.top,certificates,0.9758342504501343,False,,,
akrammillstore.com,phishtank,0.9871747493743896,True,503.0,,
278787.com,jpcert,0.9056792855262756,True,503.0,,
mufgcy.com,certificates,0.9434864521026611,False,,,
res.nu,jpcert,0.8132858872413635,True,200.0,unknown,
qymncv.cn,jpcert,0.9884566068649292,True,503.0,,
damagazelle.cn,jpcert,0.7783454060554504,True,503.0,,
cthsjac.top,certificates,0.8224965929985046,False,,,
vvvw-b1tbanlk.cc,certificates,0.9560896158218384,False,,,
amaexm.help,certificates,0.9715341925621033,False,,,
anneam.icu,certificates,0.7324866056442261,False,,,
ianumox.com,jpcert,0.9479639530181885,False,,,
gneeqy.cn,certificates,0.9684031009674072,False,,,
evriserves4.today,phishtank,0.8156779408454895,True,503.0,,
zoommeetinginvites.com,phishtank,0.9598515033721924,False,,,
dnwrvaq.top,jpcert,0.8914768099784851,False,,,
79qta.cn,jpcert,0.9383562207221985,True,503.0,,
thelottocashclub.com,jpcert,0.980614423751831,False,,,
kigsb.cn,jpcert,0.8869719505310059,False,,,
iunjeat.com,jpcert,0.8224421143531799,True,503.0,,
jpsmbc.life,certificates,0.9607642889022827,False,,,
hnorcuonline.online,phishtank,0.7015444040298462,False,,,
rest-amazon.xyz,jpcert,0.8879945874214172,False,,,
nrwang.cn,certificates,0.9887037873268127,False,,,
hrpost.shop,jpcert,0.868590235710144,False,,,
fgxyp.cn,phishtank,0.9787294864654541,True,503.0,,
it.lincunabolo.com,phishtank,0.9794504046440125,False,,,
rutesh.com,jpcert,0.893051028251648,True,503.0,,
vrlt5w.top,phishtank,0.9309467077255249,False,,,
crnmb.cn,phishtank,0.9469237327575684,True,503.0,,
chinayxjy.com,certificates,0.9887097477912903,True,403.0,,
hobfv.com,certificates,0.965340256690979,True,503.0,,
yingshanghuanjing.net,jpcert,0.8936043381690979,False,,,
cpphrk.cn,certificates,0.9884935021400452,False,,,
jyaxjz.com,certificates,0.9610790014266968,True,404.0,,
hduy.pages.dev,phishtank,0.9873283505439758,True,503.0,,
lp.constantcontactpages.com,phishtank,0.8787299394607544,True,403.0,,
noskillearn.com,certificates,0.7164036631584167,False,,,
hh99206.com,jpcert,0.9673736691474915,False,,,
aiful001projp.sbs,jpcert,0.7634732127189636,False,,,
tscubic.xyz,certificates,0.7252207398414612,False,,,
ocggygvaalmc.top,certificates,0.9799233078956604,False,,,
jfnsuyafshiqi.com,certificates,0.9224302172660828,False,,,
oiehqk.cn,jpcert,0.861884593963623,False,,,
vweiyu.com,certificates,0.9768170714378357,False,,,
yoularoid.com,jpcert,0.9699214100837708,False,,,
de3nlj.top,phishtank,0.7781373858451843,False,,,
plasmasphere.cn,jpcert,0.8473209738731384,True,503.0,,
camww.cfd,jpcert,0.867168664932251,False,,,
giftfactory.cn,jpcert,0.8889318704605103,True,503.0,,
2ecmz0zqhgamox.top,certificates,0.976897120475769,True,503.0,,
