domain,source,ml_probability,dns_resolves,http_status,content_length,looks_legit,legit_indicators,phish_indicators
cres-support.com,jpcert,0.08898409456014633,True,503.0,6810,,,
dinarama.org,jpcert,0.03414148837327957,True,200.0,58006,True,contact|company,
access-net.co.za,phishtank,0.0908476710319519,True,503.0,6810,,,
sfwinetours.com,jpcert,0.031300630420446396,True,503.0,6809,,,
hiddenkissstudio.com,certificates,0.1213153600692749,True,503.0,6814,,,
hupaw.cn,phishtank,0.23697805404663086,True,503.0,6802,,,
suivi-mondial-relay-fr.info,phishtank,0.29776328802108765,True,503.0,6821,,,
rewards-ff-garena-com.top,phishtank,0.10562313348054886,True,503.0,6819,,,
lenuta.co.id,phishtank,0.060726795345544815,True,503.0,6806,,,
stupina.eu,phishtank,0.04741740599274635,True,503.0,6804,,,
jp-ppy.com,jpcert,0.12381906807422638,True,503.0,6804,,,
ridgelinebooking.com,jpcert,0.17460332810878754,False,,0,,,
aztouring.com,jpcert,0.03966785594820976,True,403.0,67057,,,
idme-verifications.com,phishtank,0.13308079540729523,False,,0,,,
youaishidai.com,certificates,0.10659117996692657,True,503.0,6809,,,
laomaal.com,jpcert,0.18187673389911652,False,,0,,,
actualisation-cartevitale.fr,phishtank,0.14000707864761353,False,,0,,,
gauperaa.no,phishtank,0.008854231797158718,True,503.0,6805,,,
rkt.us,phishtank,0.03470221534371376,True,503.0,6800,,,
bobiem.com.mk,jpcert,0.17045298218727112,True,404.0,1251,,,
climatechangetalks.com,jpcert,0.015933098271489143,True,200.0,82937,True,contact|copyright,
sailed.co,jpcert,0.04484347999095917,False,,0,,,
affordableescorts.com.au,jpcert,0.06599444150924683,False,,0,,,
artager.com,certificates,0.07079828530550003,True,503.0,6805,,,
nextgen-football.it,phishtank,0.02495041862130165,True,503.0,6813,,,
vienumerique.ch,jpcert,0.020804388448596,False,,0,,,
kxm01.com,jpcert,0.021739214658737183,True,503.0,6803,,,
wuyuansheji.com,jpcert,0.00675950525328517,True,503.0,6809,,,
app-tokyo.com,certificates,0.19858920574188232,False,,0,,,
szdsib.com,jpcert,0.2786250114440918,True,503.0,6804,,,
selecttulsa.com,jpcert,0.058841511607170105,True,200.0,52042,True,contact|copyright,
joytekmotion.com,jpcert,0.015144340693950653,True,200.0,228095,True,about us|contact|company,
defakto.cn,jpcert,0.2830468416213989,True,503.0,6804,,,
linkup.top,phishtank,0.020300013944506645,True,403.0,514,,,
g-jp.top,certificates,0.08391354978084564,False,,0,,,
gerenciajuridica.com.mx,phishtank,0.16135434806346893,True,503.0,6817,,,
aifvl.co,jpcert,0.01749233901500702,False,,0,,,
macxel.com,jpcert,0.08230029791593552,True,200.0,121711,True,contact|privacy policy|copyright|terms of service,
hindihelpful.in,phishtank,0.022832347080111504,True,503.0,6809,,,
server-falcon.com,phishtank,0.010122577659785748,False,,0,,,
sanblasgolf.com,jpcert,0.014502100646495819,False,,0,,,
womenclubmeripehchan.com,jpcert,0.06976278126239777,False,,0,,,
china-handbag.com,jpcert,0.011131619103252888,True,503.0,6811,,,
takipcigir.com,phishtank,0.06896469742059708,True,200.0,17852,True,contact|copyright,
bljjd.com,certificates,0.16907985508441925,True,200.0,76335,unknown,,
s.teamw.cc,phishtank,0.10216362774372101,True,503.0,6804,,,
bancaporlnternet-interbanlk.com,phishtank,0.06903380155563354,False,,0,,,
ynjfjc.com,certificates,0.20387978851795197,True,403.0,4545,,,
bluenilesecurity.com,phishtank,0.05782042816281319,True,503.0,6814,,,
lidereshop.com.br,phishtank,0.07773705571889877,True,503.0,6811,,,
jcsis.jp,jpcert,0.10869189351797104,True,200.0,43543,True,contact|copyright,
grsto.xyz,jpcert,0.25584614276885986,False,,0,,,
ton-epo.org,phishtank,0.1035725325345993,True,200.0,136244,True,contact|copyright,
ebookcloud.co.jp,jpcert,0.02577931247651577,False,,0,,,
ciarafitzgerald.com,jpcert,0.025280103087425232,True,503.0,6813,,,
bondinnov.com,phishtank,0.007121897302567959,True,503.0,6807,,,
dshous.cn,jpcert,0.14141708612442017,True,503.0,6803,,,
metamaskt.cc,jpcert,0.2659682333469391,False,,0,,,
glendurrell.com,jpcert,0.005705006420612335,True,200.0,33372,unknown,copyright,
furohoon.com,jpcert,0.06199878454208374,True,200.0,131028,unknown,copyright,
ridochaltravels.com,phishtank,0.04418835788965225,True,503.0,6813,,,
ringingphone.com,jpcert,0.040427904576063156,True,503.0,6810,,,
granollerstv.com,jpcert,0.08505873382091522,True,200.0,74457,unknown,contact,
shinjuku-mc.net,jpcert,0.08151138573884964,False,,0,,,
rahmani.click,phishtank,0.06778208166360855,True,503.0,6807,,,
artesprovita.com,jpcert,0.028019024059176445,True,200.0,71785,True,about us|contact|privacy policy|copyright|terms of service,
skinibid.cc,phishtank,0.02503911405801773,True,,0,,,
toyama-tokeigankyouten.com,jpcert,0.03592200577259064,True,503.0,6820,,,
idmeirsverify.com,phishtank,0.006651388015598059,False,,0,,,
brandesignertalented.eu,phishtank,0.07748329639434814,True,503.0,6817,,,
ducomon.com,jpcert,0.12117563188076019,False,,0,,,
abv2.net.au,phishtank,0.040429431945085526,True,503.0,6805,,,
hodlbackup.net,phishtank,0.018954679369926453,False,,0,,,
sellingsonomaranch.com,jpcert,0.07194629311561584,False,,0,,,
jibun-vvh.com,certificates,0.29544535279273987,False,,0,,,
fzghak.cn,phishtank,0.19595804810523987,True,,0,,,
misslovage.com,certificates,0.17579689621925354,False,,0,,,
etc-akiaki.cam,certificates,0.1302383989095688,False,,0,,,
e0728.cn,jpcert,0.010646547190845013,True,503.0,6802,,,
cnbjyh.com,certificates,0.18271508812904358,True,503.0,6804,,,
sparka-check.net,phishtank,0.011519844643771648,False,,0,,,
consultantsgroup.com.pk,phishtank,0.02689037285745144,True,503.0,6817,,,
live-app.cx,phishtank,0.017435172572731972,True,503.0,6805,,,
realtywizardz.com,phishtank,0.02697882428765297,True,503.0,6811,,,
faceforwardinc.com,jpcert,0.03732382878661156,False,,0,,,
amazonexpressreviews.com,jpcert,0.0490683875977993,True,,0,,,
bookingdulich365.com,phishtank,0.07575059682130814,True,503.0,6814,,,
g4w.top,certificates,0.2458927035331726,False,,0,,,
gzdelicnc.com,jpcert,0.11154171824455261,True,503.0,6807,,,
pasoapaso.com.ar,jpcert,0.02384062670171261,True,200.0,250642,True,contact|copyright,
bonhomia.cl,jpcert,0.03230224922299385,False,,0,,,
babyou.cn,jpcert,0.27977827191352844,False,,0,,,
uliu.cn,certificates,0.04638497531414032,False,,0,,,
zkxyiji.cn,jpcert,0.2058122605085373,True,403.0,514,,,
huohuodai.com,jpcert,0.1530122309923172,True,503.0,6807,,,
mischahiller.com,jpcert,0.048186227679252625,True,503.0,6810,,,
vistaplaya.cl,jpcert,0.10438238084316254,False,,0,,,
camelsafariexploring.com,phishtank,0.06195821613073349,True,200.0,197434,True,about us|contact|privacy policy|copyright|company,
balcaoajudavirtual-cgd.com,phishtank,0.023353369906544685,False,,0,,,
camarasciervo.com.mx,phishtank,0.13384726643562317,True,503.0,6814,,,
mon-environnement-edf.com,phishtank,0.2365582138299942,True,,0,,,
dhxx.net,certificates,0.15581560134887695,False,,0,,,
sewarnews.com,jpcert,0.02190050296485424,True,503.0,6807,,,
yamzaklink.xyz,jpcert,0.012778686359524727,False,,0,,,
hansatour.com.py,phishtank,0.07345882058143616,False,,0,,,
account-ppl.com,phishtank,0.11464086920022964,True,503.0,6809,,,
incatrailbookings.com,phishtank,0.049729667603969574,True,503.0,6815,,,
rtqa.xyz,jpcert,0.05777739733457565,True,503.0,6802,,,
uedar.com,jpcert,0.01898016221821308,True,503.0,6803,,,
hengrungongju.com,certificates,0.09494875371456146,True,503.0,6811,,,
theexpressiveteacher.com,phishtank,0.052544351667165756,False,,0,,,
sprotra.com,phishtank,0.048626504838466644,True,503.0,6805,,,
jibunbank.pro,certificates,0.12780888378620148,False,,0,,,
kucoin.dog,certificates,0.13927370309829712,False,,0,,,
lgo66.club,jpcert,0.041199106723070145,False,,0,,,
ojxrik.cn,phishtank,0.153045192360878,True,503.0,6803,,,
aonsell.com,phishtank,0.026067590340971947,False,,0,,,
visamir.com,certificates,0.032738640904426575,True,200.0,1260079,unknown,contact,
kodomo-support.org,jpcert,0.09082355350255966,True,200.0,33979,True,contact|copyright|お問い合わせ,
whitepletinckx.com,jpcert,0.2572641372680664,True,,0,,,
heiqi.xyz,certificates,0.02495698072016239,True,503.0,6803,,,
gennera.com.ar,phishtank,0.023875707760453224,True,503.0,6808,,,
playstationgames.in,phishtank,0.043504539877176285,True,503.0,6813,,,
challenge8778.com,jpcert,0.03351282328367233,True,200.0,64696,True,contact|copyright|company|会社概要|お問い合わせ,
uspebxfu.top,phishtank,0.1919647753238678,False,,0,,,
jucreditzc.com,jpcert,0.15966324508190155,True,503.0,6808,,,
ulu.so,phishtank,0.004781823605298996,True,503.0,6800,,,
mufgqw.com,certificates,0.24711443483829498,False,,0,,,
ewqga.com,certificates,0.07063952088356018,False,,0,,,
institute-aet.com,jpcert,0.1126018613576889,True,503.0,6811,,,
relais-track.com,phishtank,0.18995104730129242,True,503.0,6810,,,
hongsicun.com,certificates,0.03205489739775658,False,,0,,,
vmoqz.cn,phishtank,0.2661549746990204,True,503.0,6802,,,
starfallrp.com,phishtank,0.02687065862119198,True,503.0,6808,,,
integrateprojectus.com,jpcert,0.05750657245516777,False,,0,,,
cicaglisabend.com,phishtank,0.03010108880698681,True,503.0,6811,,,
haueoseai.icu,jpcert,0.2533006966114044,False,,0,,,
oceanbanksalerts.com,phishtank,0.05581831559538841,False,,0,,,
update-db-tan.app,phishtank,0.07778523117303848,False,,0,,,
elremot.pl,jpcert,0.022324249148368835,True,200.0,92327,unknown,contact,
sparkassen-produkte.de,phishtank,0.029543979093432426,False,,0,,,
ina.am,phishtank,0.03559359908103943,True,503.0,6800,,,
siriusmultimedia.com,phishtank,0.049514275044202805,True,503.0,6814,,,
ino.i11i.jp,jpcert,0.04556814581155777,True,503.0,6805,,,
riverwalkvisitorsguide.org,phishtank,0.04679783061146736,False,,0,,,
allnull.cn,certificates,0.05099327862262726,True,200.0,5089,unknown,,
famsad.com,jpcert,0.025639798492193222,True,503.0,6804,,,
unitekups.in,jpcert,0.0636647492647171,False,,0,,,
dhl-news.com,phishtank,0.043120842427015305,True,404.0,5649,,,
ads2.xyz,jpcert,0.21913310885429382,False,,0,,,
seiteabosportalsuisseltd.com,phishtank,0.1098654568195343,False,,0,,,
romadiaz.com,jpcert,0.044591207057237625,True,200.0,232966,True,contact|copyright,
to.lk,phishtank,0.026483045890927315,True,503.0,6799,,,
post-mskklinkn.sbs,phishtank,0.07914190739393234,True,503.0,6812,,,
zones-transits.com,phishtank,0.18155741691589355,True,,0,,,
hco-bank.top,phishtank,0.07512228190898895,False,,0,,,
go2social.ca,phishtank,0.024986684322357178,True,503.0,6806,,,
huidongxin.com,jpcert,0.036798492074012756,True,503.0,6808,,,
2hsh6e.lat,phishtank,0.07849754393100739,False,,0,,,
sarkariupdate.in,jpcert,0.052644964307546616,False,,0,,,
relay-retrait.com,phishtank,0.11824941635131836,False,,0,,,
exodusalert.com,phishtank,0.041484005749225616,False,,0,,,
jibun-xxl.com,certificates,0.29544535279273987,False,,0,,,
971nb.com,certificates,0.14787986874580383,True,403.0,4544,,,
kvuronekocyavmaito.me,certificates,0.13563743233680725,False,,0,,,
dourosailing.com,jpcert,0.04907499626278877,True,200.0,176691,True,contact|company,
guchengzhangji.com,certificates,0.06332424283027649,True,503.0,6812,,,
cropsmall.com,certificates,0.14104129374027252,False,,0,,,
weizhenyouchuang.com,jpcert,0.026624174788594246,True,503.0,6814,,,
fulltuning.hu,jpcert,0.019727222621440887,True,503.0,6807,,,
cenkaskalli.com.tr,jpcert,0.028814541175961494,True,503.0,6812,,,
pepzop.com,phishtank,0.10344985127449036,True,503.0,6804,,,
esypark-dk.com,phishtank,0.017678340896964073,True,503.0,6808,,,
jaseating.com,certificates,0.03966785594820976,True,,0,,,
arjscl.cn,jpcert,0.11700105667114258,True,503.0,6803,,,
xinchuchem.com,jpcert,0.16933421790599823,True,,0,,,
alpha-net.online,jpcert,0.04800226539373398,True,503.0,6810,,,
dccofnevada.com,phishtank,0.027822250500321388,True,503.0,6809,,,
bemblogado.com.br,phishtank,0.04439649358391762,True,503.0,6811,,,
ianjsf.com,certificates,0.07318760454654694,False,,0,,,
sp.erneuerungsbasis.de,phishtank,0.025156619027256966,False,,0,,,
nbfaguozhan.com,jpcert,0.006989066489040852,True,503.0,6809,,,
lidercondominiosc.com.br,phishtank,0.08475147187709808,True,403.0,514,,,
fundacaointerartive.org,phishtank,0.04646613076329231,True,503.0,6817,,,
ssgjdnews.com,jpcert,0.07684068381786346,False,,0,,,
babblingwithbrooke.com,phishtank,0.048027537763118744,True,503.0,6816,,,
steemcommunty.com,phishtank,0.020056769251823425,True,503.0,6811,,,
bulletintravel.com,jpcert,0.03209458291530609,True,200.0,94649,True,contact|privacy policy|copyright,
kuronekoyamaudto.co,jpcert,0.007159097120165825,False,,0,,,
dsp5-free.com,phishtank,0.17971570789813995,False,,0,,,
hj68888.com,jpcert,0.042645495384931564,False,,0,,,
shinzou.love,jpcert,0.04905806481838226,True,503.0,6806,,,
asdkk.icu,certificates,0.011522103101015091,False,,0,,,
gallego.fr,phishtank,0.007864385843276978,True,200.0,174562,True,contact|copyright|company,
onrappel.com,certificates,0.02393779531121254,False,,0,,,
junkunoo.com,jpcert,0.09505815804004669,False,,0,,,
nblfxfsb.com,jpcert,0.20874838531017303,True,503.0,6806,,,
liudehen.COM,certificates,0.14913226664066315,True,503.0,6806,,,
verros.info,phishtank,0.01669396087527275,False,,0,,,
asesoriasenbadajoz.com,phishtank,0.0460796132683754,True,503.0,6816,,,
accesoriosguate.com,phishtank,0.0500071719288826,False,,0,,,
sbi-oc.top,phishtank,0.22962401807308197,True,503.0,6804,,,
sundeswap.com,phishtank,0.026036448776721954,False,,0,,,
nectarbodycare.com,jpcert,0.032687414437532425,True,503.0,6812,,,
lllysgy.com,jpcert,0.27560991048812866,True,503.0,6805,,,
empiregrp.net,phishtank,0.027227407321333885,True,503.0,6807,,,
areacivil.pt,phishtank,0.016799692064523697,True,503.0,6806,,,
biglobeservices.com,jpcert,0.006412240210920572,True,503.0,6813,,,
registroheca.com.ar,phishtank,0.009198694489896297,True,403.0,514,,,
bitconce.top,phishtank,0.13741850852966309,False,,0,,,
yourvacancytoday.click,phishtank,0.24793845415115356,False,,0,,,
ervilokma.com,jpcert,0.042383868247270584,False,,0,,,
galatasaraydanhaberler.com,phishtank,0.007085829507559538,True,503.0,6820,,,
losjes-events.nl,jpcert,0.012088467366993427,True,200.0,243368,True,contact|copyright,
samrockchem.com,phishtank,0.037140414118766785,True,503.0,6809,,,
dradenisechiquetti.com.br,phishtank,0.05868041142821312,True,503.0,6819,,,
agdefei.cn,jpcert,0.0406537689268589,True,503.0,6804,,,
almandb.net,jpcert,0.015414316207170486,True,503.0,6805,,,
controllodatibnl.com,phishtank,0.03504342585802078,False,,0,,,
steamworkshopvoting.com,phishtank,0.16534502804279327,False,,0,,,
akunronekeoyasmati.me,certificates,0.1270066350698471,False,,0,,,
mi-scotlabank.com,phishtank,0.07184705138206482,True,503.0,6811,,,
freebird.co.in,phishtank,0.10213477164506912,True,503.0,6808,,,
jkjzzl.com,certificates,0.2032051384449005,True,503.0,6804,,,
qresel.com,jpcert,0.027707580476999283,True,200.0,2161,unknown,,
dymisa.com,phishtank,0.03644473850727081,True,503.0,6804,,,
ua-logistics.com,phishtank,0.1199970543384552,True,503.0,6810,,,
fbarfiling.com,phishtank,0.02731507085263729,True,503.0,6808,,,
mon-creneau.com,phishtank,0.0855267345905304,True,503.0,6809,,,
gasforafrica.co.za,phishtank,0.061555180698633194,True,503.0,6812,,,
tlpdirect.com,jpcert,0.12657544016838074,True,503.0,6807,,,
tekniquegroup.com,phishtank,0.011208292096853256,True,200.0,7628,False,contact,suspended
home-i-land.jp,jpcert,0.03286951407790184,True,200.0,97800,True,contact|copyright|会社概要|お問い合わせ,
alvocerto.srv.br,certificates,0.06428057700395584,False,,0,,,
4boosters.com,jpcert,0.025367654860019684,True,200.0,158410,True,about us|contact|privacy policy,
shabanpourco.com,phishtank,0.03243521600961685,False,,0,,,
colegiolambert.cl,phishtank,0.029902372509241104,True,503.0,6811,,,
0bdypy5o.lat,phishtank,0.17183321714401245,False,,0,,,
ynsuofan.com,certificates,0.21157579123973846,True,503.0,6806,,,
anzoc.com,jpcert,0.019909938797354698,True,503.0,6803,,,
finedropmultilub.com,phishtank,0.03637150302529335,True,503.0,6814,,,
godoctor.com.ec,phishtank,0.057484209537506104,False,,0,,,
jjbyjh.com,jpcert,0.13015013933181763,True,503.0,6804,,,
shangeketang.com,jpcert,0.27435538172721863,False,,0,,,
zetalube.co.kr,phishtank,0.006282249931246042,True,503.0,6808,,,
mapsa.com.pe,phishtank,0.1310170590877533,True,503.0,6806,,,
lfzxwl.com,jpcert,0.11448729783296585,True,503.0,6804,,,
usataxirs.com,phishtank,0.07846571505069733,True,503.0,6807,,,
bishopmassenburg.com,jpcert,0.04133928567171097,True,503.0,6814,,,
leaders-cleaning.com,jpcert,0.14118368923664093,False,,0,,,
nalahouse.com,jpcert,0.07781925797462463,True,403.0,514,,,
smbc-cardnb.icu,phishtank,0.14525969326496124,True,503.0,6809,,,
vxxre.xyz,certificates,0.0703253373503685,False,,0,,,
canadiantranslator.ca,phishtank,0.0023433095775544643,True,503.0,6815,,,
sbiatecojp.com,phishtank,0.030851496383547783,False,,0,,,
ojyodcxuisnh.xyz,jpcert,0.052849024534225464,False,,0,,,
smpitabyfds.sch.id,phishtank,0.10665798932313919,True,503.0,6812,,,
aidijia999.com,jpcert,0.0949741080403328,True,503.0,6808,,,
buboaleimxrt.xyz,jpcert,0.03936346620321274,False,,0,,,
taxpayeridme.com,phishtank,0.006362186744809151,False,,0,,,
1coach.ir,jpcert,0.004049221519380808,True,,0,,,
hnjianguangming.com,certificates,0.13819032907485962,True,200.0,95690,unknown,,
gestaovelejar.com.br,jpcert,0.21334557235240936,True,200.0,831,unknown,,
shitkingz.com,jpcert,0.014495164155960083,True,200.0,114962,unknown,,
tianxiqianhe.com,jpcert,0.007904041558504105,True,,0,,,
wefindanyjob.com,jpcert,0.014345954172313213,False,,0,,,
westchinaphoto.com,certificates,0.027553679421544075,True,503.0,6812,,,
regeo.ch,phishtank,0.022564053535461426,True,503.0,6802,,,
roesfamily.com,jpcert,0.03681482747197151,False,,0,,,
umf.uem.mz,phishtank,0.03943832963705063,True,200.0,482,,,
bashline.jp,jpcert,0.04041292518377304,True,503.0,6805,,,
peregiacc.co.uk,phishtank,0.030574671924114227,False,,0,,,
logcorreiosimportacoes.co.ua,phishtank,0.04349520802497864,True,503.0,6822,,,
cheyinapp.com,certificates,0.038492485880851746,True,403.0,514,,,
88yuming.com,jpcert,0.2561687231063843,True,200.0,44082,True,about us|contact|privacy policy|copyright|company,
taxids.com,phishtank,0.03656375780701637,True,403.0,514,,,
hsotels.com,certificates,0.050625331699848175,True,503.0,6805,,,
chulekeji.com,certificates,0.0670839324593544,True,403.0,4548,,,
delfintour.sk,phishtank,0.027647636830806732,True,503.0,6807,,,
incident-reception.com,phishtank,0.21107541024684906,True,503.0,6816,,,
food4medxb.com,jpcert,0.04464273154735565,False,,0,,,
motorexpert.cz,phishtank,0.013591551221907139,True,503.0,6808,,,
thesudfactory.com,jpcert,0.016117779538035393,True,503.0,6811,,,
bis-usonic.eu,jpcert,0.04628497362136841,True,503.0,6807,,,
myjcb-link.me,jpcert,0.07162267714738846,True,503.0,6807,,,
valoloud.com,jpcert,0.05998332053422928,False,,0,,,
correos-slv.com,phishtank,0.010670904070138931,False,,0,,,
dasong.info,jpcert,0.07626011967658997,False,,0,,,
allstatecargoservice.com,phishtank,0.021144038066267967,False,,0,,,
utusiki.com,jpcert,0.0031640774104744196,True,200.0,157908,True,contact|company,
mizunowa.jp,jpcert,0.03168976679444313,True,200.0,67624,True,contact|copyright|company,
justweds.com,certificates,0.1335919350385666,True,200.0,77683,True,contact|copyright,
tugetuge.com,jpcert,0.06199878454208374,True,200.0,40440,unknown,,
nodesolveapp.xyz,phishtank,0.027690526098012924,False,,0,,,
paypay-co.jp,certificates,0.15855693817138672,False,,0,,,
kumbhatfinancialserviceslimited.com,phishtank,0.05373586714267731,True,200.0,124626,True,contact|copyright|company,
8ujshg.lat,phishtank,0.15637552738189697,False,,0,,,
tagomori.biz,jpcert,0.03835392743349075,True,503.0,6806,,,
generalgaming.ca,phishtank,0.22480496764183044,False,,0,,,
eastmeadowfillies.com,jpcert,0.06056331843137741,True,,0,,,
origenvlc.es,jpcert,0.007574592251330614,False,,0,,,
g6ns7e.cn,jpcert,0.1098121702671051,True,403.0,514,,,
dhjmsb.com,certificates,0.22635331749916077,True,503.0,6804,,,
timepieces.com.sg,phishtank,0.04599246010184288,True,403.0,514,,,
gadgetrate.com,jpcert,0.010644091293215752,False,,0,,,
houstonapartmentpk.com,phishtank,0.005600346252322197,True,503.0,6816,,,
cdntechone.com,phishtank,0.01151578314602375,True,200.0,12441,True,contact|privacy policy|terms of service,
funky-music.com,jpcert,0.08706752210855484,True,503.0,6809,,,
authflash.net,phishtank,0.07971841096878052,True,503.0,6807,,,
dongalo.com,jpcert,0.10097480565309525,True,403.0,514,,,
umeixlanhua.com,jpcert,0.19526445865631104,False,,0,,,
vegasnietoabogados.com,phishtank,0.03987061604857445,True,503.0,6816,,,
thatguy.cn,jpcert,0.028307437896728516,True,403.0,514,,,
pvciosna.es,phishtank,0.01374729722738266,True,503.0,6805,,,
trezor.io.in,phishtank,0.008622205816209316,True,503.0,6806,,,
magmafactura.com,phishtank,0.0073203216306865215,True,503.0,6810,,,
bqa82q.lat,phishtank,0.03441762179136276,False,,0,,,
paypayac.com,certificates,0.24401000142097473,False,,0,,,
aplice.net,jpcert,0.02718697115778923,True,503.0,6804,,,
ciberbluejb.com,phishtank,0.031999338418245316,True,503.0,6809,,,
acconsult.info,phishtank,0.005254657473415136,True,503.0,6808,,,
wjszgd.com,jpcert,0.16852203011512756,True,503.0,6804,,,
vgborges.com.br,phishtank,0.16461075842380524,True,503.0,6809,,,
zozo2726.cc,jpcert,0.19103369116783142,False,,0,,,
german-proofreader.co.uk,jpcert,0.09811531007289886,True,503.0,6818,,,
kurmoekoyanato.cc,certificates,0.2328164130449295,True,503.0,6811,,,
adpnypchecks.com,phishtank,0.065731480717659,False,,0,,,
g.bmb.jp,certificates,0.03009111061692238,True,403.0,199,,,
jyounan-kinzoku.co.jp,jpcert,0.10429283231496811,True,503.0,6815,,,
jacksonallenfirm.com,jpcert,0.03312485292553902,True,503.0,6814,,,
printingon5th.com,phishtank,0.031059015542268753,True,503.0,6811,,,
espace-relay.com,phishtank,0.15665897727012634,True,503.0,6810,,,
szonyegtisztito-karpittisztito.hu,jpcert,0.10859657824039459,True,200.0,28190,unknown,copyright,
sprl.in,phishtank,0.07606995105743408,False,,0,,,
infos-reiais.com,phishtank,0.2081703096628189,True,503.0,6810,,,
wly.li,phishtank,0.01108210626989603,False,,0,,,
nascentcell.com,certificates,0.19853346049785614,True,503.0,6809,,,
usuariosnetb.icu,phishtank,0.03549976646900177,False,,0,,,
emegastaffing.com,phishtank,0.030346006155014038,True,,0,,,
social-connections.com,jpcert,0.012366924434900284,True,503.0,6816,,,
brantsteel.com,jpcert,0.030985211953520775,True,503.0,6808,,,
hblanhai.com,certificates,0.06468352675437927,True,503.0,6806,,,
zuijianduan.com,jpcert,0.05172531679272652,True,503.0,6809,,,
bluffecommerce.com,phishtank,0.0038392816204577684,True,503.0,6812,,,
alejandroarcoscatalan.org,phishtank,0.005010165274143219,False,,0,,,
cehsenseos.icu,phishtank,0.03160487860441208,True,503.0,6808,,,
boxofthings.com,phishtank,0.030366715043783188,True,503.0,6809,,,
nsjagsnja.com,jpcert,0.028863754123449326,True,503.0,6807,,,
btunesdeguatemala.com,phishtank,0.044280849397182465,True,503.0,6815,,,
gujuantong.com,certificates,0.06316985189914703,True,403.0,4549,,,
choisislelocker.net,phishtank,0.023898888379335403,False,,0,,,
lpkoblsznes.com,phishtank,0.03644346818327904,False,,0,,,
drjohnlmohney.com,phishtank,0.030514568090438843,False,,0,,,
helpme-ppl.com,phishtank,0.0941777229309082,False,,0,,,
chauffeurz.com,jpcert,0.07051306217908859,True,503.0,6808,,,
trezorenable.com,phishtank,0.04213310033082962,False,,0,,,
cskilowatt.com,phishtank,0.018485363572835922,False,,0,,,
cakesbycary.com,phishtank,0.0251459963619709,True,503.0,6809,,,
55fanyong.com,certificates,0.008977326564490795,True,503.0,6807,,,
piyjha.cn,jpcert,0.2916666567325592,True,,0,,,
inkaqkanjsha.com,jpcert,0.17687100172042847,False,,0,,,
resocv.co,jpcert,0.015396669507026672,False,,0,,,
abodeprintsolutions.com,phishtank,0.02823663130402565,True,503.0,6817,,,
chrisphilpott.nz,phishtank,0.014251041226089,True,503.0,6810,,,
tg.ygerlach.de,phishtank,0.10053282976150513,True,503.0,6808,,,
tophealthinsurance.de,phishtank,0.018745873123407364,True,503.0,6815,,,
korfans.com,jpcert,0.07474705576896667,False,,0,,,
ddxlk.net,jpcert,0.009093846194446087,False,,0,,,
top5forextradingrobots.com,phishtank,0.005705341696739197,True,503.0,6820,,,
updoijw.top,jpcert,0.25400280952453613,False,,0,,,
insabelle.com,phishtank,0.07846571505069733,True,503.0,6807,,,
ramseslopez.com,jpcert,0.010251601226627827,True,503.0,6809,,,
exteriorvenecos.shop,phishtank,0.10279186069965363,False,,0,,,
mtalu.cn,jpcert,0.08258403092622757,True,403.0,514,,,
toshibafileexchange.com,jpcert,0.04243570193648338,True,406.0,226,,,
smartinl.com,jpcert,0.01840985380113125,True,200.0,90920,True,about us|contact|copyright|company,
aldapcon.ng,phishtank,0.06299376487731934,True,503.0,6805,,,
pixya.net,jpcert,0.0018050899961963296,False,,0,,,
jahsasoda.com,jpcert,0.2886902689933777,False,,0,,,
mugathuvaram.com,jpcert,0.027267206460237503,True,200.0,59943,True,about us|contact,
do77plus.com,phishtank,0.04830188676714897,False,,0,,,
ordark.com,phishtank,0.04689701274037361,True,503.0,6804,,,
spmmotors.in,phishtank,0.06533795595169067,True,503.0,6806,,,
curvesvietnam.com.vn,jpcert,0.09417910128831863,True,200.0,318976,unknown,,
cajatrujillo.biz,phishtank,0.023711366578936577,True,503.0,6810,,,
uspsserve.com,phishtank,0.046803224831819534,False,,0,,,
hohorcu.top,phishtank,0.2461957186460495,False,,0,,,
3cats.jp,jpcert,0.04824269562959671,True,503.0,6802,,,
worldcarveiculos.com.br,phishtank,0.057536378502845764,True,503.0,6817,,,
unitedreflections.com,phishtank,0.03225716948509216,True,406.0,226,,,
triasacorporation.com,phishtank,0.039700184017419815,True,503.0,6815,,,
adityaresidencypollachi.com,phishtank,0.10641913115978241,True,503.0,6821,,,
safhenegar.com,jpcert,0.03296205401420593,False,,0,,,
yesseafood.com,jpcert,0.06998986005783081,True,200.0,44148,True,about us|contact|privacy policy|copyright|company,
dappbuilder.org,phishtank,0.05913355201482773,True,503.0,6809,,,
mccampbellsgiftemporiumblog.com,phishtank,0.01224280335009098,True,503.0,6825,,,
thecreativetrunk.com,jpcert,0.03867493197321892,True,200.0,114,,,
cinov.cn,jpcert,0.04625605419278145,True,503.0,6802,,,
noaestedesuner.com,jpcert,0.03371712192893028,False,,0,,,
societecoral-united.com,phishtank,0.10117630660533905,False,,0,,,
meupediatra.com.br,phishtank,0.02533635124564171,True,503.0,6812,,,
metrictrk.com,phishtank,0.09721294045448303,True,503.0,6807,,,
siriananstock.com,phishtank,0.02764218859374523,True,503.0,6811,,,
